dataset,pipeline,signal,iteration,status,elapsed,split,run_id,expected,index,y,y_hat,fy_hat,ry_hat,scores,f1,recall,precision,tn,fp,fn,tp
YAHOOA3,U_aer,A3Benchmark-TS10,0,OK,21.396029,False,61368e85-0,"[[355, 355], [608, 608], [802, 802], [945, 945], [1181, 1181], [1225, 1226], [1234, 1234], [1565, 1565], [1677, 1677]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.06090883]
  [ 0.10033977]
  [ 0.21507375]
  ...
  [-0.0103623 ]
  [ 0.16370888]
  [ 0.20873918]]

 [[ 0.10033977]
  [ 0.21507375]
  [ 0.30238315]
  ...
  [ 0.16370888]
  [ 0.20873918]
  [ 0.19451847]]

 [[ 0.21507375]
  [ 0.30238315]
  [ 0.29961578]
  ...
  [ 0.20873918]
  [ 0.19451847]
  [ 0.12545537]]

 ...

 [[-0.00822204]
  [-0.12218331]
  [-0.23366537]
  ...
  [-0.25972366]
  [-0.4092402 ]
  [-1.        ]]

 [[-0.12218331]
  [-0.23366537]
  [-0.26889209]
  ...
  [-0.4092402 ]
  [-1.        ]
  [-0.40344454]]

 [[-0.23366537]
  [-0.26889209]
  [-0.34346696]
  ...
  [-1.        ]
  [-0.40344454]
  [-0.31946976]]]","[[[ 0.11476086]
  [ 0.22824307]
  [ 0.27607813]
  ...
  [-0.16567671]
  [-0.06766471]
  [ 0.06636389]]

 [[ 0.24282943]
  [ 0.3017556 ]
  [ 0.29234058]
  ...
  [-0.00997856]
  [ 0.07087693]
  [ 0.1529632 ]]

 [[ 0.32412004]
  [ 0.32976606]
  [ 0.28073293]
  ...
  [ 0.08739479]
  [ 0.12316172]
  [ 0.13187782]]

 ...

 [[-0.14373924]
  [-0.22987099]
  [-0.2716467 ]
  ...
  [-0.06976141]
  [-0.18591346]
  [-0.3198539 ]]

 [[-0.29022014]
  [-0.34468102]
  [-0.33400708]
  ...
  [-0.20981327]
  [-0.314825  ]
  [-0.40165195]]

 [[-0.36673215]
  [-0.35777995]
  [-0.275667  ]
  ...
  [-0.29637724]
  [-0.3595618 ]
  [-0.36504582]]]","[[ 0.23919721]
 [ 0.23219968]
 [ 0.11781743]
 ...
 [-0.4387682 ]
 [-0.42416155]
 [-0.26495036]]","[[-0.04904957]
 [ 0.11302699]
 [ 0.24687783]
 ...
 [ 0.00571089]
 [-0.1479281 ]
 [-0.28089958]]",[1.         1.02834575 1.02834575 ... 1.61313913 1.53213704 1.46035174],0.8750000000000001,0.7777777777777778,1.0,,0,2,7
YAHOOA3,U_aer,A3Benchmark-TS11,0,OK,21.431591,False,61368e85-0,"[[76, 76], [117, 117], [152, 152], [415, 415], [956, 956], [1068, 1068], [1359, 1359]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.00822763]
  [ 0.20238681]
  [ 0.28519957]
  ...
  [ 0.03714946]
  [ 0.18169728]
  [ 0.2543902 ]]

 [[ 0.20238681]
  [ 0.28519957]
  [ 0.35795858]
  ...
  [ 0.18169728]
  [ 0.2543902 ]
  [ 0.27204087]]

 [[ 0.28519957]
  [ 0.35795858]
  [ 0.30698275]
  ...
  [ 0.2543902 ]
  [ 0.27204087]
  [ 0.23529832]]

 ...

 [[ 0.125537  ]
  [-0.04241777]
  [-0.16710112]
  ...
  [-0.06579727]
  [-0.20120048]
  [-0.37119018]]

 [[-0.04241777]
  [-0.16710112]
  [-0.1507986 ]
  ...
  [-0.20120048]
  [-0.37119018]
  [-0.3314841 ]]

 [[-0.16710112]
  [-0.1507986 ]
  [-0.23011539]
  ...
  [-0.37119018]
  [-0.3314841 ]
  [-0.31976443]]]","[[[ 0.23044518]
  [ 0.3618804 ]
  [ 0.39320326]
  ...
  [-0.02137499]
  [ 0.1443893 ]
  [ 0.26634726]]

 [[ 0.32765442]
  [ 0.392204  ]
  [ 0.35286433]
  ...
  [ 0.13225567]
  [ 0.26410636]
  [ 0.32443446]]

 [[ 0.3660688 ]
  [ 0.35096094]
  [ 0.2477442 ]
  ...
  [ 0.24595968]
  [ 0.31964543]
  [ 0.3087534 ]]

 ...

 [[-0.03709841]
  [-0.17461917]
  [-0.2500158 ]
  ...
  [ 0.06881226]
  [-0.08763973]
  [-0.23006655]]

 [[-0.18096562]
  [-0.27874273]
  [-0.28610972]
  ...
  [-0.05585858]
  [-0.21323147]
  [-0.31841123]]

 [[-0.26548815]
  [-0.2989499 ]
  [-0.23739545]
  ...
  [-0.1923035 ]
  [-0.31045312]
  [-0.34884495]]]","[[ 0.3073301 ]
 [ 0.2923414 ]
 [ 0.21226346]
 ...
 [-0.3130857 ]
 [-0.3317962 ]
 [-0.28571746]]","[[ 0.00590722]
 [ 0.1465778 ]
 [ 0.26475582]
 ...
 [ 0.14949827]
 [ 0.00948925]
 [-0.12219103]]",[1.         1.06804229 1.06804229 ... 1.36294143 1.30298581 1.22353662],0.923076923076923,0.8571428571428571,1.0,,0,1,6
YAHOOA3,U_aer,A3Benchmark-TS12,0,OK,21.87432,False,61368e85-0,"[[13, 13], [471, 471], [530, 530], [542, 542], [798, 798], [914, 914], [967, 967], [1070, 1070], [1187, 1187], [1200, 1200], [1425, 1425], [1516, 1516], [1567, 1567]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.20919484]
  [-0.01459385]
  [ 0.18363145]
  ...
  [-0.11975937]
  [ 0.06269207]
  [ 0.13133993]]

 [[-0.01459385]
  [ 0.18363145]
  [ 0.22759821]
  ...
  [ 0.06269207]
  [ 0.13133993]
  [ 0.1035441 ]]

 [[ 0.18363145]
  [ 0.22759821]
  [ 0.21333227]
  ...
  [ 0.13133993]
  [ 0.1035441 ]
  [ 0.02700198]]

 ...

 [[-0.14082505]
  [-0.2748678 ]
  [-0.34998567]
  ...
  [-0.41760819]
  [-0.52339891]
  [-0.61856474]]

 [[-0.2748678 ]
  [-0.34998567]
  [-0.47984153]
  ...
  [-0.52339891]
  [-0.61856474]
  [-0.60716718]]

 [[-0.34998567]
  [-0.47984153]
  [-0.48632756]
  ...
  [-0.61856474]
  [-0.60716718]
  [-0.54718822]]]","[[[ 0.08799586]
  [ 0.12187205]
  [ 0.09892114]
  ...
  [-0.23439497]
  [-0.04253675]
  [ 0.12842208]]

 [[ 0.1745936 ]
  [ 0.1359173 ]
  [ 0.05769316]
  ...
  [-0.00464983]
  [ 0.1556564 ]
  [ 0.23952341]]

 [[ 0.19656578]
  [ 0.11146591]
  [ 0.00358694]
  ...
  [ 0.16620567]
  [ 0.23704585]
  [ 0.23175958]]

 ...

 [[-0.23251918]
  [-0.31329042]
  [-0.37321803]
  ...
  [-0.53593916]
  [-0.59761727]
  [-0.63970333]]

 [[-0.34482417]
  [-0.38516513]
  [-0.39520243]
  ...
  [-0.5682515 ]
  [-0.6267567 ]
  [-0.6553502 ]]

 [[-0.45974013]
  [-0.43212357]
  [-0.35736322]
  ...
  [-0.56753016]
  [-0.6132363 ]
  [-0.613139  ]]]","[[ 0.23666415]
 [ 0.23916575]
 [ 0.15009084]
 ...
 [-0.61310035]
 [-0.59361917]
 [-0.5053625 ]]","[[-0.02842588]
 [ 0.13575906]
 [ 0.21926108]
 ...
 [-0.11824561]
 [-0.25797886]
 [-0.42365408]]",[1.         1.08714018 1.08714018 ... 1.37114713 1.30738904 1.14454679],0.2666666666666667,0.15384615384615385,1.0,,0,11,2
YAHOOA3,U_aer,A3Benchmark-TS13,0,OK,21.835771,False,61368e85-0,"[[15, 15], [470, 470], [497, 497], [753, 753], [793, 793], [828, 828], [996, 996], [1235, 1235], [1292, 1292]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.1171892 ]
  [ 0.38493388]
  [ 0.56984792]
  ...
  [ 0.29842613]
  [ 0.39233787]
  [ 0.52152089]]

 [[ 0.38493388]
  [ 0.56984792]
  [ 0.67941426]
  ...
  [ 0.39233787]
  [ 0.52152089]
  [ 0.50823397]]

 [[ 0.56984792]
  [ 0.67941426]
  [ 0.72592118]
  ...
  [ 0.52152089]
  [ 0.50823397]
  [ 0.48424138]]

 ...

 [[ 0.22326819]
  [ 0.06048605]
  [-0.09412102]
  ...
  [-0.14378895]
  [-0.35666817]
  [-0.43467012]]

 [[ 0.06048605]
  [-0.09412102]
  [-0.29023256]
  ...
  [-0.35666817]
  [-0.43467012]
  [-0.37163023]]

 [[-0.09412102]
  [-0.29023256]
  [-0.25839152]
  ...
  [-0.43467012]
  [-0.37163023]
  [-0.28451648]]]","[[[ 0.3893283 ]
  [ 0.56338555]
  [ 0.615793  ]
  ...
  [-0.18945703]
  [ 0.02687153]
  [ 0.28319564]]

 [[ 0.58955353]
  [ 0.6835038 ]
  [ 0.66851467]
  ...
  [ 0.02895376]
  [ 0.26569042]
  [ 0.4728695 ]]

 [[ 0.71449   ]
  [ 0.73635715]
  [ 0.6726754 ]
  ...
  [ 0.2871009 ]
  [ 0.46327612]
  [ 0.55125314]]

 ...

 [[ 0.01626926]
  [-0.11078641]
  [-0.18003203]
  ...
  [ 0.0940842 ]
  [-0.10767841]
  [-0.3196322 ]]

 [[-0.14636698]
  [-0.23531897]
  [-0.24275199]
  ...
  [-0.03651291]
  [-0.23680747]
  [-0.40678108]]

 [[-0.26122698]
  [-0.27604824]
  [-0.19831155]
  ...
  [-0.14786628]
  [-0.31352744]
  [-0.41715392]]]","[[ 0.5349017 ]
 [ 0.6137648 ]
 [ 0.55567044]
 ...
 [-0.46086872]
 [-0.46431154]
 [-0.38246518]]","[[ 0.08002596]
 [ 0.32915443]
 [ 0.52447134]
 ...
 [ 0.2290242 ]
 [ 0.0536294 ]
 [-0.12258433]]",[1.         1.06585485 1.06585485 ... 1.28672529 1.2977723  1.25175901],0.8,0.6666666666666666,1.0,,0,3,6
YAHOOA3,U_aer,A3Benchmark-TS14,0,OK,21.419302,False,61368e85-0,"[[333, 333], [360, 360], [524, 524], [710, 710], [718, 718], [782, 782], [894, 894], [942, 942], [974, 974], [1203, 1203], [1231, 1231], [1269, 1269], [1285, 1285], [1391, 1391], [1400, 1400]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.01594859]
  [ 0.15034147]
  [ 0.28752989]
  ...
  [ 0.08090755]
  [ 0.23273629]
  [ 0.30239639]]

 [[ 0.15034147]
  [ 0.28752989]
  [ 0.33470904]
  ...
  [ 0.23273629]
  [ 0.30239639]
  [ 0.27875447]]

 [[ 0.28752989]
  [ 0.33470904]
  [ 0.33015916]
  ...
  [ 0.30239639]
  [ 0.27875447]
  [ 0.16269367]]

 ...

 [[ 0.08206729]
  [-0.05580339]
  [-0.16592841]
  ...
  [-0.12511395]
  [-0.24994314]
  [-0.37630631]]

 [[-0.05580339]
  [-0.16592841]
  [-0.29544498]
  ...
  [-0.24994314]
  [-0.37630631]
  [-0.37888248]]

 [[-0.16592841]
  [-0.29544498]
  [-0.32175918]
  ...
  [-0.37630631]
  [-0.37888248]
  [-0.28894743]]]","[[[ 0.2506423 ]
  [ 0.385265  ]
  [ 0.41424423]
  ...
  [-0.02989903]
  [ 0.12401853]
  [ 0.22831595]]

 [[ 0.3586875 ]
  [ 0.41309607]
  [ 0.36362657]
  ...
  [ 0.1240088 ]
  [ 0.23802099]
  [ 0.27894312]]

 [[ 0.3911834 ]
  [ 0.354262  ]
  [ 0.23639704]
  ...
  [ 0.22258672]
  [ 0.27346048]
  [ 0.24737889]]

 ...

 [[-0.14925931]
  [-0.3135655 ]
  [-0.38906932]
  ...
  [ 0.0852509 ]
  [-0.06665649]
  [-0.2206598 ]]

 [[-0.27617303]
  [-0.3941139 ]
  [-0.39816543]
  ...
  [-0.05096059]
  [-0.20937134]
  [-0.32691157]]

 [[-0.35378754]
  [-0.39022708]
  [-0.31319505]
  ...
  [-0.18960768]
  [-0.31448358]
  [-0.362489  ]]]","[[ 0.25314075]
 [ 0.23381129]
 [ 0.14772826]
 ...
 [-0.32718474]
 [-0.35505927]
 [-0.30169868]]","[[ 0.00821375]
 [ 0.1822581 ]
 [ 0.318021  ]
 ...
 [ 0.12192742]
 [-0.02184028]
 [-0.17784977]]",[1.00045613 1.07061127 1.07061127 ... 1.20213424 1.17840919 1.09091749],0.6363636363636364,0.4666666666666667,1.0,,0,8,7
YAHOOA3,U_aer,A3Benchmark-TS15,0,OK,22.556305,False,61368e85-0,"[[231, 231], [323, 323], [968, 968], [1325, 1325], [1370, 1370], [1659, 1659]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.21970367]
  [ 0.00655058]
  [ 0.19272567]
  ...
  [-0.03692408]
  [ 0.05136397]
  [ 0.11050229]]

 [[ 0.00655058]
  [ 0.19272567]
  [ 0.4135887 ]
  ...
  [ 0.05136397]
  [ 0.11050229]
  [ 0.25903839]]

 [[ 0.19272567]
  [ 0.4135887 ]
  [ 0.33348074]
  ...
  [ 0.11050229]
  [ 0.25903839]
  [ 0.10007754]]

 ...

 [[-0.05520818]
  [-0.2443586 ]
  [-0.35976954]
  ...
  [-0.50137802]
  [-0.59296168]
  [-0.63057743]]

 [[-0.2443586 ]
  [-0.35976954]
  [-0.44819526]
  ...
  [-0.59296168]
  [-0.63057743]
  [-0.62768098]]

 [[-0.35976954]
  [-0.44819526]
  [-0.47324398]
  ...
  [-0.63057743]
  [-0.62768098]
  [-0.51519115]]]","[[[-0.12002395]
  [ 0.02891487]
  [ 0.15475307]
  ...
  [-0.38843447]
  [-0.17273454]
  [ 0.04712597]]

 [[ 0.11929829]
  [ 0.22026186]
  [ 0.27105257]
  ...
  [-0.20044267]
  [ 0.00893458]
  [ 0.16321297]]

 [[ 0.30892333]
  [ 0.3532478 ]
  [ 0.33959815]
  ...
  [-0.02718349]
  [ 0.14608343]
  [ 0.21813878]]

 ...

 [[-0.32417205]
  [-0.49253726]
  [-0.57589734]
  ...
  [-0.24919881]
  [-0.41438836]
  [-0.5876966 ]]

 [[-0.47425562]
  [-0.59098756]
  [-0.5909916 ]
  ...
  [-0.32635137]
  [-0.49585414]
  [-0.63554704]]

 [[-0.55823535]
  [-0.59127456]
  [-0.49658766]
  ...
  [-0.4418505 ]
  [-0.5884953 ]
  [-0.654274  ]]]","[[ 0.22888148]
 [ 0.22104512]
 [ 0.16596362]
 ...
 [-0.718408  ]
 [-0.6873115 ]
 [-0.5824563 ]]","[[-0.23488453]
 [ 0.00765349]
 [ 0.21963371]
 ...
 [-0.06211684]
 [-0.22855812]
 [-0.3669154 ]]",[1.         1.06078732 1.06078732 ... 1.59210649 1.54818377 1.4565169 ],0.9090909090909091,0.8333333333333334,1.0,,0,1,5
YAHOOA3,U_aer,A3Benchmark-TS16,0,OK,21.637314,False,61368e85-0,"[[13, 13], [395, 395], [524, 524], [963, 963], [1011, 1011], [1147, 1147], [1352, 1352], [1379, 1379], [1577, 1577]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.2245102 ]
  [ 0.00481179]
  [ 0.40161266]
  ...
  [-0.06186587]
  [ 0.17317726]
  [ 0.13006323]]

 [[ 0.00481179]
  [ 0.40161266]
  [ 0.21647066]
  ...
  [ 0.17317726]
  [ 0.13006323]
  [ 0.21950259]]

 [[ 0.40161266]
  [ 0.21647066]
  [ 0.40549991]
  ...
  [ 0.13006323]
  [ 0.21950259]
  [ 0.18103753]]

 ...

 [[-0.12854676]
  [-0.07309612]
  [-0.43560943]
  ...
  [-0.32569145]
  [-0.36543836]
  [-0.48987041]]

 [[-0.07309612]
  [-0.43560943]
  [-0.50208957]
  ...
  [-0.36543836]
  [-0.48987041]
  [-0.58843495]]

 [[-0.43560943]
  [-0.50208957]
  [-0.51406159]
  ...
  [-0.48987041]
  [-0.58843495]
  [-0.43749536]]]","[[[ 0.1287404 ]
  [ 0.2921182 ]
  [ 0.37454358]
  ...
  [-0.29638997]
  [-0.10727742]
  [ 0.06584441]]

 [[ 0.3251379 ]
  [ 0.40721557]
  [ 0.38120854]
  ...
  [-0.07335406]
  [ 0.07334811]
  [ 0.15331197]]

 [[ 0.3985367 ]
  [ 0.3908961 ]
  [ 0.28384537]
  ...
  [ 0.10852421]
  [ 0.18862084]
  [ 0.17464945]]

 ...

 [[-0.13637203]
  [-0.31752023]
  [-0.444792  ]
  ...
  [-0.07804451]
  [-0.23126566]
  [-0.41145656]]

 [[-0.41464514]
  [-0.54536784]
  [-0.57165325]
  ...
  [-0.24360576]
  [-0.41539177]
  [-0.55419827]]

 [[-0.5934667 ]
  [-0.6416369 ]
  [-0.5632649 ]
  ...
  [-0.4374029 ]
  [-0.5655611 ]
  [-0.61323106]]]","[[ 0.2023406 ]
 [ 0.15368554]
 [ 0.0621171 ]
 ...
 [-0.5642444 ]
 [-0.6073232 ]
 [-0.53996664]]","[[-0.05950463]
 [ 0.15771252]
 [ 0.29656664]
 ...
 [ 0.05672035]
 [-0.19967636]
 [-0.41296706]]",[1.         1.11345125 1.11345125 ... 1.58387996 1.45037895 1.28494095],0.5,0.3333333333333333,1.0,,0,6,3
YAHOOA3,U_aer,A3Benchmark-TS17,0,OK,21.948952,False,61368e85-0,"[[879, 879]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.25831929]
  [-0.01791558]
  [ 0.18594622]
  ...
  [-0.06945943]
  [ 0.12251431]
  [ 0.25675883]]

 [[-0.01791558]
  [ 0.18594622]
  [ 0.35279251]
  ...
  [ 0.12251431]
  [ 0.25675883]
  [ 0.21634081]]

 [[ 0.18594622]
  [ 0.35279251]
  [ 0.3020247 ]
  ...
  [ 0.25675883]
  [ 0.21634081]
  [ 0.12415153]]

 ...

 [[-0.28734294]
  [-0.46830705]
  [-0.65975245]
  ...
  [-0.60871709]
  [-0.73621028]
  [-0.84233977]]

 [[-0.46830705]
  [-0.65975245]
  [-0.75828228]
  ...
  [-0.73621028]
  [-0.84233977]
  [-0.81092177]]

 [[-0.65975245]
  [-0.75828228]
  [-0.77856301]
  ...
  [-0.84233977]
  [-0.81092177]
  [-0.69136834]]]","[[[-0.03962897]
  [ 0.13353595]
  [ 0.23438579]
  ...
  [-0.31643692]
  [-0.02099988]
  [ 0.20457745]]

 [[ 0.16709597]
  [ 0.24320138]
  [ 0.23753697]
  ...
  [-0.01535241]
  [ 0.22696653]
  [ 0.3500555 ]]

 [[ 0.29490653]
  [ 0.2780347 ]
  [ 0.18658869]
  ...
  [ 0.21620902]
  [ 0.36491504]
  [ 0.3716706 ]]

 ...

 [[-0.506562  ]
  [-0.6705378 ]
  [-0.7737949 ]
  ...
  [-0.52091265]
  [-0.73787296]
  [-0.89015853]]

 [[-0.6860697 ]
  [-0.8180063 ]
  [-0.849164  ]
  ...
  [-0.692968  ]
  [-0.8989116 ]
  [-0.9931276 ]]

 [[-0.82275355]
  [-0.879956  ]
  [-0.8091868 ]
  ...
  [-0.8493712 ]
  [-0.9933553 ]
  [-0.98946595]]]","[[ 0.2822672 ]
 [ 0.29018715]
 [ 0.1914561 ]
 ...
 [-0.86359036]
 [-0.8592354 ]
 [-0.73595464]]","[[-0.2975008 ]
 [-0.04220238]
 [ 0.16184418]
 ...
 [-0.2832772 ]
 [-0.4592112 ]
 [-0.6414213 ]]",[1.         1.03275701 1.03275701 ... 1.18818229 1.19370259 1.16382545],1.0,1.0,1.0,,0,0,1
YAHOOA3,U_aer,A3Benchmark-TS18,0,OK,21.871308,False,61368e85-0,"[[45, 45], [176, 176], [348, 348], [354, 354], [356, 356], [560, 560], [836, 836], [1213, 1213], [1335, 1335], [1351, 1351], [1462, 1462], [1617, 1617]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.07858385]
  [ 0.35286362]
  [ 0.49369755]
  ...
  [ 0.32489772]
  [ 0.37800311]
  [ 0.59028891]]

 [[ 0.35286362]
  [ 0.49369755]
  [ 0.60173772]
  ...
  [ 0.37800311]
  [ 0.59028891]
  [ 0.514809  ]]

 [[ 0.49369755]
  [ 0.60173772]
  [ 0.59888492]
  ...
  [ 0.59028891]
  [ 0.514809  ]
  [ 0.45213615]]

 ...

 [[ 0.05351691]
  [-0.07805666]
  [-0.25276272]
  ...
  [-0.14673454]
  [-0.35078701]
  [-0.38082786]]

 [[-0.07805666]
  [-0.25276272]
  [-0.37614857]
  ...
  [-0.35078701]
  [-0.38082786]
  [-0.39223809]]

 [[-0.25276272]
  [-0.37614857]
  [-0.37163456]
  ...
  [-0.38082786]
  [-0.39223809]
  [-0.24690223]]]","[[[ 0.43639305]
  [ 0.57408595]
  [ 0.6149704 ]
  ...
  [ 0.0914842 ]
  [ 0.34967402]
  [ 0.5293217 ]]

 [[ 0.5424434 ]
  [ 0.61284286]
  [ 0.5860932 ]
  ...
  [ 0.32794318]
  [ 0.5248232 ]
  [ 0.6193897 ]]

 [[ 0.6062543 ]
  [ 0.5820637 ]
  [ 0.4750715 ]
  ...
  [ 0.4951004 ]
  [ 0.60474026]
  [ 0.6102028 ]]

 ...

 [[-0.24256516]
  [-0.3668444 ]
  [-0.39981452]
  ...
  [-0.02310003]
  [-0.19351366]
  [-0.34471714]]

 [[-0.33796194]
  [-0.40708336]
  [-0.37220207]
  ...
  [-0.12821294]
  [-0.29304323]
  [-0.4070693 ]]

 [[-0.37283295]
  [-0.36435634]
  [-0.25398707]
  ...
  [-0.2602674 ]
  [-0.37377852]
  [-0.40702435]]]","[[ 0.5614097 ]
 [ 0.5653535 ]
 [ 0.48514345]
 ...
 [-0.38969833]
 [-0.39506176]
 [-0.31733403]]","[[ 0.14579865]
 [ 0.3268082 ]
 [ 0.50326234]
 ...
 [-0.01435403]
 [-0.15201443]
 [-0.27073753]]",[1.         1.05700292 1.05700292 ... 1.11368838 1.07940549 1.0545402 ],0.7368421052631579,0.5833333333333334,1.0,,0,5,7
YAHOOA3,U_aer,A3Benchmark-TS19,0,OK,21.803015,False,61368e85-0,"[[96, 96], [135, 135], [412, 412], [579, 579], [1032, 1032], [1212, 1212], [1392, 1392], [1428, 1428], [1556, 1556], [1562, 1562]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.13174526]
  [ 0.08101886]
  [ 0.23733659]
  ...
  [-0.00518742]
  [ 0.16737928]
  [ 0.18685633]]

 [[ 0.08101886]
  [ 0.23733659]
  [ 0.32928625]
  ...
  [ 0.16737928]
  [ 0.18685633]
  [ 0.16070394]]

 [[ 0.23733659]
  [ 0.32928625]
  [ 0.36097059]
  ...
  [ 0.18685633]
  [ 0.16070394]
  [ 0.15462034]]

 ...

 [[-0.07073665]
  [-0.24842466]
  [-0.3495903 ]
  ...
  [-0.37693843]
  [-0.47968544]
  [-0.66289239]]

 [[-0.24842466]
  [-0.3495903 ]
  [-0.5246573 ]
  ...
  [-0.47968544]
  [-0.66289239]
  [-0.56949288]]

 [[-0.3495903 ]
  [-0.5246573 ]
  [-0.51218035]
  ...
  [-0.66289239]
  [-0.56949288]
  [-0.45943982]]]","[[[ 0.0397622 ]
  [ 0.23768695]
  [ 0.35012028]
  ...
  [-0.4584338 ]
  [-0.21329309]
  [ 0.05311045]]

 [[ 0.25382185]
  [ 0.36646414]
  [ 0.38273895]
  ...
  [-0.2082856 ]
  [ 0.04743127]
  [ 0.213536  ]]

 [[ 0.39497018]
  [ 0.4338218 ]
  [ 0.39239594]
  ...
  [ 0.07859652]
  [ 0.20793349]
  [ 0.23504488]]

 ...

 [[-0.24942046]
  [-0.35559985]
  [-0.4258681 ]
  ...
  [-0.19107778]
  [-0.34706625]
  [-0.50294405]]

 [[-0.40279844]
  [-0.4857207 ]
  [-0.50816625]
  ...
  [-0.34445938]
  [-0.48598224]
  [-0.59739226]]

 [[-0.5152132 ]
  [-0.5440902 ]
  [-0.48978645]
  ...
  [-0.48415935]
  [-0.5746853 ]
  [-0.6100538 ]]]","[[ 0.259228  ]
 [ 0.28799662]
 [ 0.19399028]
 ...
 [-0.63260186]
 [-0.6491725 ]
 [-0.56272143]]","[[-0.16444544]
 [ 0.06872492]
 [ 0.25850636]
 ...
 [-0.09287986]
 [-0.2394307 ]
 [-0.3803035 ]]",[1.         1.03132876 1.03132876 ... 1.22443796 1.24070949 1.25468485],0.888888888888889,0.8,1.0,,0,2,8
YAHOOA3,U_aer,A3Benchmark-TS1,0,OK,21.318376,False,61368e85-0,"[[29, 29], [62, 62], [114, 114], [213, 213], [495, 495], [903, 903], [943, 943], [975, 975], [1033, 1033], [1059, 1059], [1414, 1414]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.22514613]
  [-0.01543506]
  [ 0.1596427 ]
  ...
  [-0.04849788]
  [ 0.12069909]
  [ 0.09484169]]

 [[-0.01543506]
  [ 0.1596427 ]
  [ 0.24673377]
  ...
  [ 0.12069909]
  [ 0.09484169]
  [ 0.20160186]]

 [[ 0.1596427 ]
  [ 0.24673377]
  [ 0.41166533]
  ...
  [ 0.09484169]
  [ 0.20160186]
  [-0.01376891]]

 ...

 [[ 0.00954746]
  [-0.23301791]
  [-0.28232059]
  ...
  [-0.16254788]
  [-0.35387073]
  [-0.38716703]]

 [[-0.23301791]
  [-0.28232059]
  [-0.28836796]
  ...
  [-0.35387073]
  [-0.38716703]
  [-0.40864271]]

 [[-0.28232059]
  [-0.28836796]
  [-0.53941932]
  ...
  [-0.38716703]
  [-0.40864271]
  [-0.35516749]]]","[[[ 0.00899635]
  [ 0.1504283 ]
  [ 0.23089927]
  ...
  [-0.21004286]
  [-0.03289445]
  [ 0.12042668]]

 [[ 0.16047886]
  [ 0.23445019]
  [ 0.22739631]
  ...
  [-0.01661582]
  [ 0.12700942]
  [ 0.19758302]]

 [[ 0.24904719]
  [ 0.24060205]
  [ 0.15327747]
  ...
  [ 0.14727803]
  [ 0.23095319]
  [ 0.21429051]]

 ...

 [[-0.19136693]
  [-0.3166613 ]
  [-0.3772544 ]
  ...
  [-0.1122383 ]
  [-0.2464631 ]
  [-0.3678664 ]]

 [[-0.28684035]
  [-0.3779661 ]
  [-0.38393953]
  ...
  [-0.22902523]
  [-0.3597704 ]
  [-0.4414159 ]]

 [[-0.36491767]
  [-0.3993812 ]
  [-0.3395659 ]
  ...
  [-0.3445798 ]
  [-0.43830174]
  [-0.4550202 ]]]","[[ 0.20517746]
 [ 0.16713493]
 [ 0.08706372]
 ...
 [-0.42878723]
 [-0.43015218]
 [-0.36304128]]","[[-0.15121162]
 [ 0.02414271]
 [ 0.17213464]
 ...
 [-0.0249483 ]
 [-0.12210474]
 [-0.23163292]]",[1.         1.10126929 1.10126929 ... 1.43411697 1.34610144 1.16841485],0.8421052631578948,0.7272727272727273,1.0,,0,3,8
